date_releve,reference,marque,modele,finition,titre,condition,apport,energie,transmission,km,prix_mensuel,url
2026-09-15T14:43:18,ves00457391,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,19810,401,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00457391?apport=sans
2026-09-15T14:43:18,ves00455401,dacia,duster-iii,hybrid-155-journey,SANS APPORT DACIA Duster III Hybrid 155 Journey,,,Hybride,Automatique,10,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-155-journey-ves00455401?apport=sans
2026-09-15T14:43:18,ves00455646,citroen,c5-aircross,145-ch-e-dcs6-max,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Max,,,Essence,Automatique,10,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-max-ves00455646?apport=sans
2026-09-15T14:43:18,ves00459018,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,SANS APPORT PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,,,Hybride,Automatique,10,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00459018?apport=sans
2026-09-15T14:43:18,ves00445552,toyota,yaris-cross,130h-2wd-design,SANS APPORT TOYOTA Yaris Cross 130h 2WD Design,,,Hybride,Automatique,10,403,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/yaris-cross/130h-2wd-design-ves00445552?apport=sans
2026-09-15T14:43:18,ves00448873,peugeot,308-iii,bluehdi-130ch-ss-eat8-allure,SANS APPORT PEUGEOT 308 III BlueHDi 130ch S&S EAT8 Allure,,,Diesel,Automatique,10,403,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-iii/bluehdi-130ch-ss-eat8-allure-ves00448873?apport=sans
2026-09-15T14:43:18,ves00456777,peugeot,3008-iii,hybrid-145-e-dcs6-allure,SANS APPORT PEUGEOT 3008 III Hybrid 145 e-DCS6 Allure,,,Hybride,Automatique,10,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-allure-ves00456777?apport=sans
2026-09-15T14:43:18,ves00445181,peugeot,208-ii,hybrid-145-ch-e-dcs6-gt,SANS APPORT PEUGEOT 208 II Hybrid 145 ch e-DCS6 GT,,,Hybride,Automatique,10,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/208-ii/hybrid-145-ch-e-dcs6-gt-ves00445181?apport=sans
2026-09-15T14:43:18,ves00442488,peugeot,3008-iii,hybrid-145-e-dcs6-gt,PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,20770,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00442488?apport=sans
2026-09-15T14:43:18,ves00459034,dacia,duster-iii,hybrid-155-journey,SANS APPORT DACIA Duster III Hybrid 155 Journey,,,Hybride,Automatique,10,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-155-journey-ves00459034?apport=sans
2026-09-15T14:43:18,ves00462586,peugeot,3008-iii,hybrid-145-e-dcs6-gt,PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,15501,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00462586?apport=sans
2026-09-15T14:43:18,ves00459082,dacia,duster-iii,hybrid-155-expression,SANS APPORT DACIA Duster III Hybrid 155 Expression,,,Hybride,Automatique,10,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-155-expression-ves00459082?apport=sans
2026-09-15T14:43:18,ves00462204,peugeot,408,phev-225-e-eat8-gt,PEUGEOT 408 PHEV 225 e-EAT8 GT,occasion,SANS APPORT,Hybride rechargeable,Automatique,23225,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/408/phev-225-e-eat8-gt-ves00462204?apport=sans
2026-09-15T14:43:18,ves00462316,peugeot,3008-iii,hybrid-145-e-dcs6-gt,PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,11707,405,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00462316?apport=sans
2026-09-15T14:43:18,ves00445553,toyota,yaris-cross,130h-2wd-design,SANS APPORT TOYOTA Yaris Cross 130h 2WD Design,,,Hybride,Automatique,10,405,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/yaris-cross/130h-2wd-design-ves00445553?apport=sans
2026-09-15T14:43:18,ves00425108,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,405,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00425108?apport=sans
2026-09-15T14:43:18,ves00425112,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,405,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00425112?apport=sans
2026-09-15T14:43:18,ves00443320,peugeot,3008-iii,hybrid-145-e-dcs6-gt,PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,25910,405,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00443320?apport=sans
2026-09-15T14:43:18,ves00438771,dacia,bigster,155-expression,SANS APPORT DACIA Bigster 155 Expression,,,Hybride,Automatique,10,406,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/bigster/155-expression-ves00438771?apport=sans
2026-09-15T14:43:18,ves00451230,peugeot,3008-iii,hybrid-145-e-dcs6-allure,SANS APPORT PEUGEOT 3008 III Hybrid 145 e-DCS6 Allure,,,Hybride,Automatique,10,406,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-allure-ves00451230?apport=sans
2026-09-15T14:43:18,ves00458809,dacia,duster-iii,hybrid-155-extreme,SANS APPORT DACIA Duster III Hybrid 155 Extreme,,,Hybride,Automatique,100,407,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-155-extreme-ves00458809?apport=sans
2026-09-15T14:43:18,ves00461882,peugeot,3008-iii,hybrid-145-e-dcs6-gt,PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,14282,407,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00461882?apport=sans
2026-09-15T14:43:18,ves00462072,mg,zs-iii,15-l-hybrid-197-ch-luxury,SANS APPORT MG ZS III 1.5 L Hybrid+ 197 ch Luxury,,,Hybride,Automatique,10,407,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/zs-iii/15-l-hybrid-197-ch-luxury-ves00462072?apport=sans
2026-09-15T14:43:18,ves00425105,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00425105?apport=sans
2026-09-15T14:43:18,ves00451521,renault,captur-ii,e-tech-full-hybrid-160-ch-techno,SANS APPORT RENAULT Captur II E-Tech full hybrid 160 ch Techno,,,Hybride,Automatique,10,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/captur-ii/e-tech-full-hybrid-160-ch-techno-ves00451521?apport=sans
2026-09-15T14:43:18,ves00425461,opel,grandland,12-turbo-hybrid-145-ch-e-dct6-edition,SANS APPORT OPEL GRANDLAND 1.2 Turbo Hybrid 145 ch e-DCT6 Edition,,,Essence,Automatique,10,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/grandland/12-turbo-hybrid-145-ch-e-dct6-edition-ves00425461?apport=sans
2026-09-15T14:43:18,ves00456273,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00456273?apport=sans
2026-09-15T14:43:18,ves00455648,citroen,c5-aircross,145-ch-e-dcs6-max,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Max,,,Essence,Automatique,10,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-max-ves00455648?apport=sans
2026-09-15T14:43:18,ves00443592,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,19190,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00443592?apport=sans
2026-09-15T14:43:18,ves00440652,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,29545,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00440652?apport=sans
2026-09-15T14:43:18,ves00451522,renault,captur-ii,e-tech-full-hybrid-160-ch-techno,SANS APPORT RENAULT Captur II E-Tech full hybrid 160 ch Techno,,,Hybride,Automatique,10,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/captur-ii/e-tech-full-hybrid-160-ch-techno-ves00451522?apport=sans
2026-09-15T14:43:18,ves00457166,renault,symbioz,e-tech-full-hybrid-160-ch-techno,SANS APPORT RENAULT Symbioz E-Tech full hybrid 160 ch Techno,,,Hybride,Automatique,100,408,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/symbioz/e-tech-full-hybrid-160-ch-techno-ves00457166?apport=sans
2026-09-15T14:43:18,ves00453131,renault,captur-ii,e-tech-full-hybrid-160-ch-techno,SANS APPORT RENAULT Captur II E-Tech full hybrid 160 ch Techno,,,Hybride,Automatique,10,409,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/captur-ii/e-tech-full-hybrid-160-ch-techno-ves00453131?apport=sans
2026-09-15T14:43:18,ves00447185,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,16851,409,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00447185?apport=sans
2026-09-15T14:43:18,ves00461107,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,13800,409,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00461107?apport=sans
2026-09-15T14:43:18,ves00454298,byd,atto-2,15-dm-i-boost,SANS APPORT BYD ATTO 2 1.5 DM-i Boost,,,Hybride rechargeable,Automatique,100,409,https://auto-dispo.cic-leasing.fr/leasing-voiture/byd/atto-2/15-dm-i-boost-ves00454298?apport=sans
2026-09-15T14:43:18,ves00450488,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,410,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00450488?apport=sans
2026-09-15T14:43:18,ves00410898,opel,combo-life-iv,taille-m-bluehdi-100-ch-ss-bvm6-elegance,SANS APPORT OPEL Combo Life IV Taille M BlueHDI 100 ch S&S BVM6 Elegance,,,Diesel,Manuelle,10,410,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/combo-life-iv/taille-m-bluehdi-100-ch-ss-bvm6-elegance-ves00410898?apport=sans
2026-09-15T14:43:18,ves00456705,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,21413,410,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00456705?apport=sans
2026-09-15T14:43:18,ves00446466,ds,ds3-ii,hybride-145-e-dct6-toile,DS DS3 II,occasion,SANS APPORT,Hybride,Automatique,19300,410,https://auto-dispo.cic-leasing.fr/leasing-voiture/ds/ds3-ii/hybride-145-e-dct6-toile-ves00446466?apport=sans
2026-09-15T14:43:18,ves00456585,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,411,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00456585?apport=sans
2026-09-15T14:43:18,ves00453751,volkswagen,t-roc,15-tsi-evo2-150-start-stop-dsg7-life-plus,VOLKSWAGEN T-Roc 1.5 TSI EVO2 150 Start/Stop DSG7 Life Plus,occasion,SANS APPORT,Essence,Automatique,10523,411,https://auto-dispo.cic-leasing.fr/leasing-voiture/volkswagen/t-roc/15-tsi-evo2-150-start-stop-dsg7-life-plus-ves00453751?apport=sans
2026-09-15T14:43:18,ves00457260,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,18088,411,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457260?apport=sans
2026-09-15T14:43:18,ves00457421,dacia,duster-iii,hybrid-155-journey,DACIA Duster III Hybrid 155 Journey,occasion,SANS APPORT,Hybride,Automatique,597,411,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-155-journey-ves00457421?apport=sans
2026-09-15T14:43:18,ves00444293,nissan,juke-ii,hybrid-143-n-connecta,SANS APPORT NISSAN Juke II HYBRID 143 N-Connecta,,,Hybride,Automatique,100,411,https://auto-dispo.cic-leasing.fr/leasing-voiture/nissan/juke-ii/hybrid-143-n-connecta-ves00444293?apport=sans
2026-09-15T14:43:18,ves00458644,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,18613,411,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00458644?apport=sans
2026-09-15T14:43:18,ves00445146,renault,symbioz,e-tech-full-hybrid-145-techno,SANS APPORT RENAULT Symbioz E-Tech full hybrid 145 Techno,,,Hybride,Automatique,10,412,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/symbioz/e-tech-full-hybrid-145-techno-ves00445146?apport=sans
2026-09-15T14:43:18,ves00432734,ds,ds3-ii,hybride-145-e-dct6-toile,DS DS3 II,occasion,SANS APPORT,Hybride,Automatique,10135,412,https://auto-dispo.cic-leasing.fr/leasing-voiture/ds/ds3-ii/hybride-145-e-dct6-toile-ves00432734?apport=sans
2026-09-15T14:43:18,ves00453733,volkswagen,t-roc,15-tsi-evo2-150-start-stop-dsg7-life-plus,VOLKSWAGEN T-Roc 1.5 TSI EVO2 150 Start/Stop DSG7 Life Plus,occasion,SANS APPORT,Essence,Automatique,13436,412,https://auto-dispo.cic-leasing.fr/leasing-voiture/volkswagen/t-roc/15-tsi-evo2-150-start-stop-dsg7-life-plus-ves00453733?apport=sans
2026-09-15T14:43:18,ves00460243,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,3273,412,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00460243?apport=sans
2026-09-15T14:43:18,ves00457274,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,26100,412,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457274?apport=sans
2026-09-15T14:43:18,ves00458631,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,26743,412,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00458631?apport=sans
2026-09-15T14:43:18,ves00460242,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,3995,413,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00460242?apport=sans
2026-09-15T14:43:18,ves00457270,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,20435,413,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457270?apport=sans
2026-09-15T14:43:18,ves00459858,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,SANS APPORT PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,,,Hybride,Automatique,10,413,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00459858?apport=sans
2026-09-15T14:43:18,ves00458625,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,26360,413,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00458625?apport=sans
2026-09-15T14:43:18,ves00410604,renault,clio-5,blue-dci-100-ch-gsr2-evolution,SANS APPORT RENAULT Clio 5 Blue dCi 100 ch GSR2 Evolution,,,Diesel,Manuelle,10,413,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/clio-5/blue-dci-100-ch-gsr2-evolution-ves00410604?apport=sans
2026-09-15T14:43:18,ves00456290,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,413,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00456290?apport=sans
2026-09-15T14:43:18,ves00460240,citroen,c5-aircross,145-ch-e-dcs6-max,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Max,,,Essence,Automatique,10,414,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-max-ves00460240?apport=sans
2026-09-15T14:43:18,ves00461065,toyota,c-hr-ii,hybride-140-graphic,SANS APPORT TOYOTA C-HR II,,,Hybride,Automatique,10,414,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/c-hr-ii/hybride-140-graphic-ves00461065?apport=sans
2026-09-15T14:43:18,ves00457275,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,10912,414,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457275?apport=sans
2026-09-15T14:43:18,ves00462153,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,27485,415,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00462153?apport=sans
2026-09-15T14:43:18,ves00447420,nissan,juke-ii,hybrid-143-n-connecta,SANS APPORT NISSAN Juke II HYBRID 143 N-Connecta,,,Hybride,Automatique,100,415,https://auto-dispo.cic-leasing.fr/leasing-voiture/nissan/juke-ii/hybrid-143-n-connecta-ves00447420?apport=sans
2026-09-15T14:43:18,ves00456210,jeep,avenger,12-turbo-t3-145-ch-bvr6-4xe-the-north-face,SANS APPORT JEEP Avenger 1.2 Turbo T3 145 ch BVR6 4xe The North Face,,,Hybride,Automatique,10,415,https://auto-dispo.cic-leasing.fr/leasing-voiture/jeep/avenger/12-turbo-t3-145-ch-bvr6-4xe-the-north-face-ves00456210?apport=sans
2026-09-15T14:43:18,ves00462712,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,SANS APPORT PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,,,Hybride,Automatique,10,415,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00462712?apport=sans
2026-09-15T14:43:18,ves00457262,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,13485,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457262?apport=sans
2026-09-15T14:43:18,ves00457276,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,13482,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457276?apport=sans
2026-09-15T14:43:18,ves00457272,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,12529,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457272?apport=sans
2026-09-15T14:43:18,ves00458798,citroen,c5-aircross,145-ch-e-dcs6-max,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Max,,,Essence,Automatique,10,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-max-ves00458798?apport=sans
2026-09-15T14:43:18,ves00452376,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00452376?apport=sans
2026-09-15T14:43:18,ves00457273,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,14260,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457273?apport=sans
2026-09-15T14:43:18,ves00455628,citroen,c5-aircross,145-ch-e-dcs6-max,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Max,,,Essence,Automatique,10,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-max-ves00455628?apport=sans
2026-09-15T14:43:18,ves00457266,peugeot,308-sw-iii,hybrid-145-e-dcs6-gt,PEUGEOT 308 SW III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,20671,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-sw-iii/hybrid-145-e-dcs6-gt-ves00457266?apport=sans
2026-09-15T14:43:18,ves00444232,nissan,juke-ii,hybrid-143-n-connecta,SANS APPORT NISSAN Juke II HYBRID 143 N-Connecta,,,Hybride,Automatique,100,416,https://auto-dispo.cic-leasing.fr/leasing-voiture/nissan/juke-ii/hybrid-143-n-connecta-ves00444232?apport=sans
2026-09-15T14:43:18,ves00427811,peugeot,3008-iii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,417,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00427811?apport=sans
2026-09-15T14:43:18,ves00444858,renault,symbioz,mild-hybrid-140-ch-techno,SANS APPORT RENAULT Symbioz mild hybrid 140 ch Techno,,,Hybride,Manuelle,10,418,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/symbioz/mild-hybrid-140-ch-techno-ves00444858?apport=sans
2026-09-15T14:43:18,ves00440657,citroen,c5-aircross,145-ch-e-dcs6-max,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Max,,,Essence,Automatique,10,418,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-max-ves00440657?apport=sans
2026-09-15T14:43:18,ves00452396,peugeot,2008-ii,hybrid-145-e-dcs6-gt,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,,,Hybride,Automatique,10,418,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00452396?apport=sans
2026-09-15T14:43:18,ves00451637,audi,audi-a1-sportback,30-tfsi-116-ch-s-tronic-7-design,SANS APPORT AUDI Audi A1 SportBack 30 TFSI 116 ch S tronic 7 Design,,,Essence,Automatique,10,419,https://auto-dispo.cic-leasing.fr/leasing-voiture/audi/audi-a1-sportback/30-tfsi-116-ch-s-tronic-7-design-ves00451637?apport=sans
2026-09-15T14:43:18,ves00456272,peugeot,2008-ii,hybrid-145-e-dcs6-gt-exclusive,SANS APPORT PEUGEOT 2008 II Hybrid 145 e-DCS6 GT Exclusive,,,Hybride,Automatique,10,419,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-exclusive-ves00456272?apport=sans
2026-09-15T14:43:18,ves00451596,volkswagen,t-roc,15-tsi-evo2-150-start-stop-dsg7-life-plus,VOLKSWAGEN T-Roc 1.5 TSI EVO2 150 Start/Stop DSG7 Life Plus,occasion,SANS APPORT,Essence,Automatique,16459,419,https://auto-dispo.cic-leasing.fr/leasing-voiture/volkswagen/t-roc/15-tsi-evo2-150-start-stop-dsg7-life-plus-ves00451596?apport=sans
2026-09-15T14:43:18,ves00459195,dacia,bigster,155-extreme,SANS APPORT DACIA Bigster 155 Extreme,,,Hybride,Automatique,10,419,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/bigster/155-extreme-ves00459195?apport=sans
2026-09-15T14:43:18,ves00459059,toyota,yaris-cross,130h-2wd-design,SANS APPORT TOYOTA Yaris Cross 130h 2WD Design,,,Hybride,Automatique,10,419,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/yaris-cross/130h-2wd-design-ves00459059?apport=sans
