date_releve,reference,marque,modele,finition,titre,condition,apport,energie,transmission,km,prix_mensuel,url
2026-09-15T14:43:18,ves00451987,fiat,pandina,10-65-ch-hybrid-bsg-s-s-icne,SANS APPORT FIAT PANDINA 1.0 65 ch Hybrid BSG S/S Ic?ne,,,Hybride,Manuelle,10,247,https://auto-dispo.cic-leasing.fr/leasing-voiture/fiat/pandina/10-65-ch-hybrid-bsg-s-s-icne-ves00451987?apport=sans
2026-09-15T14:43:18,ves00458180,citroen,c3-iv,turbo-100-ch-manuelle-max,CITROEN C3 IV Turbo 100 ch Manuelle Max,occasion,SANS APPORT,Essence,Manuelle,23039,247,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c3-iv/turbo-100-ch-manuelle-max-ves00458180?apport=sans
2026-09-15T14:43:18,ves00451984,fiat,pandina,10-65-ch-hybrid-bsg-s-s-icne,SANS APPORT FIAT PANDINA 1.0 65 ch Hybrid BSG S/S Ic?ne,,,Hybride,Manuelle,10,248,https://auto-dispo.cic-leasing.fr/leasing-voiture/fiat/pandina/10-65-ch-hybrid-bsg-s-s-icne-ves00451984?apport=sans
2026-09-15T14:43:18,ves00462855,peugeot,208-ii,100-ss-bvm6-allure,PEUGEOT 208 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,10619,251,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/208-ii/100-ss-bvm6-allure-ves00462855?apport=sans
2026-09-15T14:43:18,ves00461001,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,7767,253,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00461001?apport=sans
2026-09-15T14:43:18,ves00456051,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,7931,253,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00456051?apport=sans
2026-09-15T14:43:18,ves00457232,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,10257,253,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00457232?apport=sans
2026-09-15T14:43:18,ves00457233,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,10542,253,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00457233?apport=sans
2026-09-15T14:43:18,ves00457375,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,10962,253,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00457375?apport=sans
2026-09-15T14:43:18,ves00457022,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,11080,253,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00457022?apport=sans
2026-09-15T14:43:18,ves00453420,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,6037,254,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00453420?apport=sans
2026-09-15T14:43:18,ves00458605,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,6460,254,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00458605?apport=sans
2026-09-15T14:43:18,ves00457136,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,6606,254,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00457136?apport=sans
2026-09-15T14:43:18,ves00455235,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,6790,254,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00455235?apport=sans
2026-09-15T14:43:18,ves00455976,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,6852,254,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00455976?apport=sans
2026-09-15T14:43:18,ves00455975,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,12703,254,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00455975?apport=sans
2026-09-15T14:43:18,ves00458997,peugeot,2008-ii,100-ss-bvm6-style,PEUGEOT 2008 II 100 S&S BVM6 Style,occasion,SANS APPORT,Essence,Manuelle,7078,258,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-style-ves00458997?apport=sans
2026-09-15T14:43:18,ves00458205,peugeot,208-ii,100-ss-bvm6-allure,PEUGEOT 208 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,12180,258,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/208-ii/100-ss-bvm6-allure-ves00458205?apport=sans
2026-09-15T14:43:18,ves00462968,peugeot,208-ii,100-ss-bvm6-allure,PEUGEOT 208 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,12358,259,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/208-ii/100-ss-bvm6-allure-ves00462968?apport=sans
2026-09-15T14:43:18,ves00456912,toyota,aygo-x,10-vvt-i-72-dynamic,SANS APPORT TOYOTA AYGO X 1.0 VVT-i 72 Dynamic,,,Essence,Manuelle,10,262,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/aygo-x/10-vvt-i-72-dynamic-ves00456912?apport=sans
2026-09-15T14:43:18,ves00461018,toyota,aygo-x,10-vvt-i-72-dynamic,SANS APPORT TOYOTA AYGO X 1.0 VVT-i 72 Dynamic,,,Essence,Manuelle,10,262,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/aygo-x/10-vvt-i-72-dynamic-ves00461018?apport=sans
2026-09-15T14:43:18,ves00458707,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,24118,263,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00458707?apport=sans
2026-09-15T14:43:18,ves00457400,seat,arona,10-tsi-95-ch-start-stop-bvm5-fr,SEAT Arona 1.0 TSI 95 ch Start/Stop BVM5 FR,occasion,SANS APPORT,Essence,Manuelle,14192,263,https://auto-dispo.cic-leasing.fr/leasing-voiture/seat/arona/10-tsi-95-ch-start-stop-bvm5-fr-ves00457400?apport=sans
2026-09-15T14:43:18,ves00457230,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,22924,263,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00457230?apport=sans
2026-09-15T14:43:18,ves00458193,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7040,263,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00458193?apport=sans
2026-09-15T14:43:18,ves00458167,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7120,264,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00458167?apport=sans
2026-09-15T14:43:18,ves00458179,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7142,264,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00458179?apport=sans
2026-09-15T14:43:18,ves00460448,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7225,264,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00460448?apport=sans
2026-09-15T14:43:18,ves00460447,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7833,264,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00460447?apport=sans
2026-09-15T14:43:18,ves00453760,toyota,aygo-x,10-vvt-i-72-dynamic,SANS APPORT TOYOTA AYGO X 1.0 VVT-i 72 Dynamic,,,Essence,Manuelle,10,264,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/aygo-x/10-vvt-i-72-dynamic-ves00453760?apport=sans
2026-09-15T14:43:18,ves00432360,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,22180,267,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00432360?apport=sans
2026-09-15T14:43:18,ves00458604,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,8826,269,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00458604?apport=sans
2026-09-15T14:43:18,ves00460462,opel,corsa-vi,12-turbo-100-ch-bvm6-gs,OPEL Corsa VI 1.2 Turbo 100 ch BVM6 GS,occasion,SANS APPORT,Essence,Manuelle,15186,269,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/corsa-vi/12-turbo-100-ch-bvm6-gs-ves00460462?apport=sans
2026-09-15T14:43:18,ves00457020,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,8414,270,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00457020?apport=sans
2026-09-15T14:43:18,ves00434840,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,16615,270,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00434840?apport=sans
2026-09-15T14:43:18,ves00456155,peugeot,2008-ii,puretech-100-ss-bvm6-allure,PEUGEOT 2008 II PureTech 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,8556,271,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/puretech-100-ss-bvm6-allure-ves00456155?apport=sans
2026-09-15T14:43:18,ves00456644,fiat,500,10-65-ch-hybride-icne,SANS APPORT FIAT 500 1.0 65 ch,,,Hybride,Manuelle,10,271,https://auto-dispo.cic-leasing.fr/leasing-voiture/fiat/500/10-65-ch-hybride-icne-ves00456644?apport=sans
2026-09-15T14:43:18,ves00445697,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7060,272,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00445697?apport=sans
2026-09-15T14:43:18,ves00457727,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,2558,273,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00457727?apport=sans
2026-09-15T14:43:18,ves00456651,fiat,500,10-65-ch-hybride-icne,SANS APPORT FIAT 500 1.0 65 ch,,,Hybride,Manuelle,10,273,https://auto-dispo.cic-leasing.fr/leasing-voiture/fiat/500/10-65-ch-hybride-icne-ves00456651?apport=sans
2026-09-15T14:43:18,ves00460425,opel,corsa-vi,12-turbo-100-ch-bvm6-gs,OPEL Corsa VI 1.2 Turbo 100 ch BVM6 GS,occasion,SANS APPORT,Essence,Manuelle,13274,274,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/corsa-vi/12-turbo-100-ch-bvm6-gs-ves00460425?apport=sans
2026-09-15T14:43:18,ves00462169,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,23761,274,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00462169?apport=sans
2026-09-15T14:43:18,ves00460449,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,23437,274,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00460449?apport=sans
2026-09-15T14:43:18,ves00462780,citroen,c3-iv,turbo-100-ch-manuelle-plus,SANS APPORT CITROEN C3 IV Turbo 100 ch Manuelle Plus,,,Essence,Manuelle,10,275,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c3-iv/turbo-100-ch-manuelle-plus-ves00462780?apport=sans
2026-09-15T14:43:18,ves00458877,renault,clio-5,eco-g-100-ch-gsr2-techno,RENAULT Clio 5 Eco-G 100 ch GSR2 Techno,occasion,SANS APPORT,Essence,Manuelle,18180,275,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/clio-5/eco-g-100-ch-gsr2-techno-ves00458877?apport=sans
2026-09-15T14:43:18,ves00455477,opel,corsa-vi,12-turbo-100-ch-bvm6-gs,OPEL Corsa VI 1.2 Turbo 100 ch BVM6 GS,occasion,SANS APPORT,Essence,Manuelle,10874,275,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/corsa-vi/12-turbo-100-ch-bvm6-gs-ves00455477?apport=sans
2026-09-15T14:43:18,ves00454287,jeep,avenger,12-turbo-t3-100-ch-summit,JEEP Avenger 1.2 Turbo T3 100 ch Summit,occasion,SANS APPORT,Essence,Manuelle,16385,276,https://auto-dispo.cic-leasing.fr/leasing-voiture/jeep/avenger/12-turbo-t3-100-ch-summit-ves00454287?apport=sans
2026-09-15T14:43:18,ves00462645,citroen,c3-iv,turbo-100-ch-manuelle-plus,SANS APPORT CITROEN C3 IV Turbo 100 ch Manuelle Plus,,,Essence,Manuelle,10,276,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c3-iv/turbo-100-ch-manuelle-plus-ves00462645?apport=sans
2026-09-15T14:43:18,ves00434934,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,27481,277,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00434934?apport=sans
2026-09-15T14:43:18,ves00462641,citroen,c3-iv,turbo-100-ch-manuelle-plus,SANS APPORT CITROEN C3 IV Turbo 100 ch Manuelle Plus,,,Essence,Manuelle,10,277,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c3-iv/turbo-100-ch-manuelle-plus-ves00462641?apport=sans
2026-09-15T14:43:18,ves00453794,fiat,600,12-hybrid-100ch-dct6-,FIAT 600 1.2 Hybrid 100ch DCT6,occasion,SANS APPORT,Hybride,Automatique,13993,278,https://auto-dispo.cic-leasing.fr/leasing-voiture/fiat/600/12-hybrid-100ch-dct6--ves00453794?apport=sans
2026-09-15T14:43:18,ves00453783,fiat,600,12-hybrid-100ch-dct6-,FIAT 600 1.2 Hybrid 100ch DCT6,occasion,SANS APPORT,Hybride,Automatique,14670,278,https://auto-dispo.cic-leasing.fr/leasing-voiture/fiat/600/12-hybrid-100ch-dct6--ves00453783?apport=sans
2026-09-15T14:43:18,ves00445380,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,16147,278,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00445380?apport=sans
2026-09-15T14:43:18,ves00460960,citroen,c3-iv,turbo-100-ch-manuelle-plus,SANS APPORT CITROEN C3 IV Turbo 100 ch Manuelle Plus,,,Essence,Manuelle,10,278,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c3-iv/turbo-100-ch-manuelle-plus-ves00460960?apport=sans
2026-09-15T14:43:18,ves00460294,opel,corsa-vi,12-turbo-100-ch-bva8-edition,OPEL Corsa VI 1.2 Turbo 100 ch BVA8 Edition,occasion,SANS APPORT,Essence,Automatique,15665,279,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/corsa-vi/12-turbo-100-ch-bva8-edition-ves00460294?apport=sans
2026-09-15T14:43:18,ves00459484,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7242,279,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00459484?apport=sans
2026-09-15T14:43:18,ves00453785,fiat,600,12-hybrid-100ch-dct6-,FIAT 600 1.2 Hybrid 100ch DCT6,occasion,SANS APPORT,Hybride,Automatique,13077,280,https://auto-dispo.cic-leasing.fr/leasing-voiture/fiat/600/12-hybrid-100ch-dct6--ves00453785?apport=sans
2026-09-15T14:43:18,ves00459164,mg,mg3,15-l-hybrid-195-ch-luxury,SANS APPORT MG MG3 1.5 L Hybrid+ 195 ch Luxury,,,Hybride,Automatique,10,281,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-luxury-ves00459164?apport=sans
2026-09-15T14:43:18,ves00462630,skoda,fabia-iv,10-tsi-95-ch-evo-2-bvm5-selection,SKODA Fabia IV 1.0 TSI 95 ch EVO 2 BVM5 Selection,occasion,SANS APPORT,Essence,Manuelle,9446,282,https://auto-dispo.cic-leasing.fr/leasing-voiture/skoda/fabia-iv/10-tsi-95-ch-evo-2-bvm5-selection-ves00462630?apport=sans
2026-09-15T14:43:18,ves00459526,dacia,sandero-iii,tce-90-gsr2-journey,DACIA Sandero III TCe 90 GSR2 Journey,occasion,SANS APPORT,Essence,Manuelle,29915,283,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/sandero-iii/tce-90-gsr2-journey-ves00459526?apport=sans
2026-09-15T14:43:18,ves00462647,citroen,c3-iv,turbo-100-ch-manuelle-plus,SANS APPORT CITROEN C3 IV Turbo 100 ch Manuelle Plus,,,Essence,Manuelle,10,283,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c3-iv/turbo-100-ch-manuelle-plus-ves00462647?apport=sans
2026-09-15T14:43:18,ves00455702,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7177,283,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00455702?apport=sans
2026-09-15T14:43:18,ves00458706,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7783,283,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00458706?apport=sans
2026-09-15T14:43:18,ves00455162,peugeot,2008-ii,puretech-100-ss-bvm6-allure,PEUGEOT 2008 II PureTech 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7735,283,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/puretech-100-ss-bvm6-allure-ves00455162?apport=sans
2026-09-15T14:43:18,ves00458110,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7680,283,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00458110?apport=sans
2026-09-15T14:43:18,ves00458603,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,7682,283,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00458603?apport=sans
2026-09-15T14:43:18,ves00462171,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,27020,284,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00462171?apport=sans
2026-09-15T14:43:18,ves00455703,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,9515,284,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00455703?apport=sans
2026-09-15T14:43:18,ves00455701,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,9963,284,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00455701?apport=sans
2026-09-15T14:43:18,ves00462174,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,18269,284,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00462174?apport=sans
2026-09-15T14:43:18,ves00452126,dacia,sandero-iii,tce-90-gsr2-journey,DACIA Sandero III TCe 90 GSR2 Journey,occasion,SANS APPORT,Essence,Manuelle,29598,284,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/sandero-iii/tce-90-gsr2-journey-ves00452126?apport=sans
2026-09-15T14:43:18,ves00453169,mg,mg3,15-l-hybrid-195-ch-comfort,MG MG3 1.5 L Hybrid+ 195 ch Comfort,occasion,SANS APPORT,Hybride,Automatique,18893,285,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-comfort-ves00453169?apport=sans
2026-09-15T14:43:18,ves00453957,mg,mg3,15-l-hybrid-195-ch-comfort,MG MG3 1.5 L Hybrid+ 195 ch Comfort,occasion,SANS APPORT,Hybride,Automatique,22364,285,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-comfort-ves00453957?apport=sans
2026-09-15T14:43:18,ves00449680,mg,mg3,15-l-hybrid-195-ch-comfort,MG MG3 1.5 L Hybrid+ 195 ch Comfort,occasion,SANS APPORT,Hybride,Automatique,19858,285,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-comfort-ves00449680?apport=sans
2026-09-15T14:43:18,ves00462173,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,21560,285,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00462173?apport=sans
2026-09-15T14:43:18,ves00462636,skoda,fabia-iv,10-tsi-95-ch-evo-2-bvm5-selection,SKODA Fabia IV 1.0 TSI 95 ch EVO 2 BVM5 Selection,occasion,SANS APPORT,Essence,Manuelle,13803,286,https://auto-dispo.cic-leasing.fr/leasing-voiture/skoda/fabia-iv/10-tsi-95-ch-evo-2-bvm5-selection-ves00462636?apport=sans
2026-09-15T14:43:18,ves00460456,opel,corsa-vi,12-turbo-100-ch-bvm6-gs,OPEL Corsa VI 1.2 Turbo 100 ch BVM6 GS,occasion,SANS APPORT,Essence,Manuelle,19085,286,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/corsa-vi/12-turbo-100-ch-bvm6-gs-ves00460456?apport=sans
2026-09-15T14:43:18,ves00459873,renault,clio-5,tce-90-ch-gsr2-evolution,SANS APPORT RENAULT Clio 5 TCe 90 ch GSR2 Evolution,,,Essence,Manuelle,10,286,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/clio-5/tce-90-ch-gsr2-evolution-ves00459873?apport=sans
2026-09-15T14:43:18,ves00449682,mg,mg3,15-l-hybrid-195-ch-comfort,MG MG3 1.5 L Hybrid+ 195 ch Comfort,occasion,SANS APPORT,Hybride,Automatique,16886,287,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-comfort-ves00449682?apport=sans
2026-09-15T14:43:18,ves00449704,mg,mg3,15-l-hybrid-195-ch-luxury,MG MG3 1.5 L Hybrid+ 195 ch Luxury,occasion,SANS APPORT,Hybride,Automatique,13012,288,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-luxury-ves00449704?apport=sans
2026-09-15T14:43:18,ves00462172,peugeot,2008-ii,100-ss-bvm6-allure,PEUGEOT 2008 II 100 S&S BVM6 Allure,occasion,SANS APPORT,Essence,Manuelle,20011,288,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/100-ss-bvm6-allure-ves00462172?apport=sans
2026-09-15T14:43:18,ves00455483,renault,clio-5,tce-90-ch-gsr2-techno,SANS APPORT RENAULT Clio 5 TCe 90 ch GSR2 Techno,,,Essence,Manuelle,10,290,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/clio-5/tce-90-ch-gsr2-techno-ves00455483?apport=sans
2026-09-15T14:43:18,ves00449693,mg,mg3,15-l-hybrid-195-ch-comfort,MG MG3 1.5 L Hybrid+ 195 ch Comfort,occasion,SANS APPORT,Hybride,Automatique,16323,292,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-comfort-ves00449693?apport=sans
2026-09-15T14:43:18,ves00449705,mg,mg3,15-l-hybrid-195-ch-luxury,MG MG3 1.5 L Hybrid+ 195 ch Luxury,occasion,SANS APPORT,Hybride,Automatique,18132,292,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-luxury-ves00449705?apport=sans
2026-09-15T14:43:18,ves00453174,mg,mg3,15-l-hybrid-195-ch-comfort,MG MG3 1.5 L Hybrid+ 195 ch Comfort,occasion,SANS APPORT,Hybride,Automatique,19230,292,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-comfort-ves00453174?apport=sans
2026-09-15T14:43:18,ves00449718,mg,mg3,15-l-hybrid-195-ch-comfort,MG MG3 1.5 L Hybrid+ 195 ch Comfort,occasion,SANS APPORT,Hybride,Automatique,19676,292,https://auto-dispo.cic-leasing.fr/leasing-voiture/mg/mg3/15-l-hybrid-195-ch-comfort-ves00449718?apport=sans
